,date,median_list_price_yoy,year,DATE,FED RATES,Mtg30,Mtg15,FHA 30,Jumbo30
1041,6/30/2021,0.391100703,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1042,6/30/2021,0.391100703,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1043,6/30/2021,0.391100703,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1044,6/30/2021,0.360217635,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1045,6/30/2021,0.360217635,2021,2021-12,0.08,4.4,2.33,.,.
1046,6/30/2021,0.360217635,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1047,6/30/2021,0.360217635,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1048,6/30/2021,0.360217635,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1049,6/30/2021,0.360217635,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1050,6/30/2021,0.360217635,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1051,6/30/2021,0.360217635,2021,2021-05,0.06,3.95,2.27,.,.
1052,6/30/2021,0.360217635,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1053,6/30/2021,0.360217635,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1054,6/30/2021,0.360217635,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1055,6/30/2021,0.360217635,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1056,6/30/2021,0.279930796,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1057,6/30/2021,0.279930796,2021,2021-12,0.08,4.4,2.33,.,.
1058,6/30/2021,0.279930796,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1059,6/30/2021,0.279930796,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1060,6/30/2021,0.279930796,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1061,6/30/2021,0.279930796,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1062,6/30/2021,0.279930796,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1063,6/30/2021,0.279930796,2021,2021-05,0.06,3.95,2.27,.,.
1064,6/30/2021,0.279930796,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1065,6/30/2021,0.279930796,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1066,6/30/2021,0.279930796,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1067,6/30/2021,0.279930796,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1068,6/30/2021,0.275403226,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1069,6/30/2021,0.275403226,2021,2021-12,0.08,4.4,2.33,.,.
1070,6/30/2021,0.275403226,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1071,6/30/2021,0.275403226,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1072,6/30/2021,0.275403226,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1073,6/30/2021,0.275403226,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1074,6/30/2021,0.275403226,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1075,6/30/2021,0.275403226,2021,2021-05,0.06,3.95,2.27,.,.
1076,6/30/2021,0.275403226,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1077,6/30/2021,0.275403226,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1078,6/30/2021,0.275403226,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1079,6/30/2021,0.275403226,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1080,7/31/2021,0.388904687,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1081,7/31/2021,0.388904687,2021,2021-12,0.08,4.4,2.33,.,.
1082,7/31/2021,0.388904687,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1083,7/31/2021,0.388904687,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1084,7/31/2021,0.388904687,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1085,7/31/2021,0.388904687,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1086,7/31/2021,0.388904687,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1087,7/31/2021,0.388904687,2021,2021-05,0.06,3.95,2.27,.,.
1088,7/31/2021,0.388904687,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1089,7/31/2021,0.388904687,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1090,7/31/2021,0.388904687,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1091,7/31/2021,0.388904687,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1092,7/31/2021,0.363295455,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1093,7/31/2021,0.363295455,2021,2021-12,0.08,4.4,2.33,.,.
1094,7/31/2021,0.363295455,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1095,7/31/2021,0.363295455,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1096,7/31/2021,0.363295455,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1097,7/31/2021,0.363295455,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1098,7/31/2021,0.363295455,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1099,7/31/2021,0.363295455,2021,2021-05,0.06,3.95,2.27,.,.
1100,7/31/2021,0.363295455,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1101,7/31/2021,0.363295455,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1102,7/31/2021,0.363295455,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1103,7/31/2021,0.363295455,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1104,7/31/2021,0.25029769,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1105,7/31/2021,0.25029769,2021,2021-12,0.08,4.4,2.33,.,.
1106,7/31/2021,0.25029769,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1107,7/31/2021,0.25029769,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1108,7/31/2021,0.25029769,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1109,7/31/2021,0.25029769,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1110,7/31/2021,0.25029769,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1111,7/31/2021,0.25029769,2021,2021-05,0.06,3.95,2.27,.,.
1112,7/31/2021,0.25029769,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1113,7/31/2021,0.25029769,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1114,7/31/2021,0.25029769,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1115,7/31/2021,0.25029769,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1116,7/31/2021,0.368339746,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1117,7/31/2021,0.368339746,2021,2021-12,0.08,4.4,2.33,.,.
1118,7/31/2021,0.368339746,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1119,7/31/2021,0.368339746,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1120,7/31/2021,0.368339746,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1121,7/31/2021,0.368339746,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1122,7/31/2021,0.368339746,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1123,7/31/2021,0.368339746,2021,2021-05,0.06,3.95,2.27,.,.
1124,7/31/2021,0.368339746,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1125,7/31/2021,0.368339746,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1126,7/31/2021,0.368339746,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1127,7/31/2021,0.368339746,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1128,7/31/2021,0.437894239,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1129,7/31/2021,0.437894239,2021,2021-12,0.08,4.4,2.33,.,.
1130,7/31/2021,0.437894239,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1131,7/31/2021,0.437894239,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1132,7/31/2021,0.437894239,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1133,7/31/2021,0.437894239,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1134,7/31/2021,0.437894239,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1135,7/31/2021,0.437894239,2021,2021-05,0.06,3.95,2.27,.,.
1136,7/31/2021,0.437894239,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1137,7/31/2021,0.437894239,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1138,7/31/2021,0.437894239,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1139,7/31/2021,0.437894239,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1140,8/31/2021,0.236610024,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1141,8/31/2021,0.236610024,2021,2021-12,0.08,4.4,2.33,.,.
1142,8/31/2021,0.236610024,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1143,8/31/2021,0.236610024,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1144,8/31/2021,0.236610024,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1145,8/31/2021,0.236610024,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1146,8/31/2021,0.236610024,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1147,8/31/2021,0.236610024,2021,2021-05,0.06,3.95,2.27,.,.
1148,8/31/2021,0.236610024,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1149,8/31/2021,0.236610024,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1150,8/31/2021,0.236610024,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1151,8/31/2021,0.236610024,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1152,8/31/2021,0.235294118,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1153,8/31/2021,0.235294118,2021,2021-12,0.08,4.4,2.33,.,.
1154,8/31/2021,0.235294118,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1155,8/31/2021,0.235294118,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1156,8/31/2021,0.235294118,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1157,8/31/2021,0.235294118,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1158,8/31/2021,0.235294118,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1159,8/31/2021,0.235294118,2021,2021-05,0.06,3.95,2.27,.,.
1160,8/31/2021,0.235294118,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1161,8/31/2021,0.235294118,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1162,8/31/2021,0.235294118,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1163,8/31/2021,0.235294118,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1164,8/31/2021,0.430773662,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1165,8/31/2021,0.430773662,2021,2021-12,0.08,4.4,2.33,.,.
1166,8/31/2021,0.430773662,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1167,8/31/2021,0.430773662,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1168,8/31/2021,0.430773662,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1169,8/31/2021,0.430773662,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1170,8/31/2021,0.430773662,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1171,8/31/2021,0.430773662,2021,2021-05,0.06,3.95,2.27,.,.
1172,8/31/2021,0.430773662,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1173,8/31/2021,0.430773662,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1174,8/31/2021,0.430773662,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1175,8/31/2021,0.430773662,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1176,8/31/2021,0.500051726,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1177,8/31/2021,0.500051726,2021,2021-12,0.08,4.4,2.33,.,.
1178,8/31/2021,0.500051726,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1179,8/31/2021,0.500051726,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1180,8/31/2021,0.500051726,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1181,8/31/2021,0.500051726,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1182,8/31/2021,0.500051726,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1183,8/31/2021,0.500051726,2021,2021-05,0.06,3.95,2.27,.,.
1184,8/31/2021,0.500051726,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1185,8/31/2021,0.500051726,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1186,8/31/2021,0.500051726,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1187,8/31/2021,0.500051726,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1188,8/31/2021,0.421665786,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1189,8/31/2021,0.421665786,2021,2021-12,0.08,4.4,2.33,.,.
1190,8/31/2021,0.421665786,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1191,8/31/2021,0.421665786,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1192,8/31/2021,0.421665786,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1193,8/31/2021,0.421665786,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1194,8/31/2021,0.421665786,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1195,8/31/2021,0.421665786,2021,2021-05,0.06,3.95,2.27,.,.
1196,8/31/2021,0.421665786,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1197,8/31/2021,0.421665786,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1198,8/31/2021,0.421665786,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1199,8/31/2021,0.421665786,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1200,9/30/2021,0.371282787,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1201,9/30/2021,0.371282787,2021,2021-12,0.08,4.4,2.33,.,.
1202,9/30/2021,0.371282787,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1203,9/30/2021,0.371282787,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1204,9/30/2021,0.371282787,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1205,9/30/2021,0.371282787,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1206,9/30/2021,0.371282787,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1207,9/30/2021,0.371282787,2021,2021-05,0.06,3.95,2.27,.,.
1208,9/30/2021,0.371282787,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1209,9/30/2021,0.371282787,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1210,9/30/2021,0.371282787,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1211,9/30/2021,0.371282787,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1212,9/30/2021,0.373044014,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1213,9/30/2021,0.373044014,2021,2021-12,0.08,4.4,2.33,.,.
1214,9/30/2021,0.373044014,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1215,9/30/2021,0.373044014,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1216,9/30/2021,0.373044014,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1217,9/30/2021,0.373044014,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1218,9/30/2021,0.373044014,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1219,9/30/2021,0.373044014,2021,2021-05,0.06,3.95,2.27,.,.
1220,9/30/2021,0.373044014,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1221,9/30/2021,0.373044014,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1222,9/30/2021,0.373044014,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1223,9/30/2021,0.373044014,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1224,9/30/2021,0.329184263,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1225,9/30/2021,0.329184263,2021,2021-12,0.08,4.4,2.33,.,.
1226,9/30/2021,0.329184263,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1227,9/30/2021,0.329184263,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1228,9/30/2021,0.329184263,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1229,9/30/2021,0.329184263,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1230,9/30/2021,0.329184263,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1231,9/30/2021,0.329184263,2021,2021-05,0.06,3.95,2.27,.,.
1232,9/30/2021,0.329184263,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1233,9/30/2021,0.329184263,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1234,9/30/2021,0.329184263,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1235,9/30/2021,0.329184263,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1236,9/30/2021,0.242985744,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1237,9/30/2021,0.242985744,2021,2021-12,0.08,4.4,2.33,.,.
1238,9/30/2021,0.242985744,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1239,9/30/2021,0.242985744,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1240,9/30/2021,0.242985744,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1241,9/30/2021,0.242985744,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1242,9/30/2021,0.242985744,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1243,9/30/2021,0.242985744,2021,2021-05,0.06,3.95,2.27,.,.
1244,9/30/2021,0.242985744,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1245,9/30/2021,0.242985744,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1246,9/30/2021,0.242985744,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1247,9/30/2021,0.242985744,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1248,9/30/2021,0.390995137,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1249,9/30/2021,0.390995137,2021,2021-12,0.08,4.4,2.33,.,.
1250,9/30/2021,0.390995137,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1251,9/30/2021,0.390995137,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1252,9/30/2021,0.390995137,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1253,9/30/2021,0.390995137,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1254,9/30/2021,0.390995137,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1255,9/30/2021,0.390995137,2021,2021-05,0.06,3.95,2.27,.,.
1256,9/30/2021,0.390995137,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1257,9/30/2021,0.390995137,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1258,9/30/2021,0.390995137,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1259,9/30/2021,0.390995137,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1260,10/31/2021,0.255812791,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1261,10/31/2021,0.255812791,2021,2021-12,0.08,4.4,2.33,.,.
1262,10/31/2021,0.255812791,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1263,10/31/2021,0.255812791,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1264,10/31/2021,0.255812791,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1265,10/31/2021,0.255812791,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1266,10/31/2021,0.255812791,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1267,10/31/2021,0.255812791,2021,2021-05,0.06,3.95,2.27,.,.
1268,10/31/2021,0.255812791,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1269,10/31/2021,0.255812791,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1270,10/31/2021,0.255812791,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1271,10/31/2021,0.255812791,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1272,10/31/2021,0.223886896,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1273,10/31/2021,0.223886896,2021,2021-12,0.08,4.4,2.33,.,.
1274,10/31/2021,0.223886896,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1275,10/31/2021,0.223886896,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1276,10/31/2021,0.223886896,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1277,10/31/2021,0.223886896,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1278,10/31/2021,0.223886896,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1279,10/31/2021,0.223886896,2021,2021-05,0.06,3.95,2.27,.,.
1280,10/31/2021,0.223886896,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1281,10/31/2021,0.223886896,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1282,10/31/2021,0.223886896,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1283,10/31/2021,0.223886896,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1284,10/31/2021,0.228490452,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1285,10/31/2021,0.228490452,2021,2021-12,0.08,4.4,2.33,.,.
1286,10/31/2021,0.228490452,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1287,10/31/2021,0.228490452,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1288,10/31/2021,0.228490452,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1289,10/31/2021,0.228490452,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1290,10/31/2021,0.228490452,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1291,10/31/2021,0.228490452,2021,2021-05,0.06,3.95,2.27,.,.
1292,10/31/2021,0.228490452,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1293,10/31/2021,0.228490452,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1294,10/31/2021,0.228490452,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1295,10/31/2021,0.228490452,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1296,10/31/2021,0.340420615,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1297,10/31/2021,0.340420615,2021,2021-12,0.08,4.4,2.33,.,.
1298,10/31/2021,0.340420615,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1299,10/31/2021,0.340420615,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1300,10/31/2021,0.340420615,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1301,10/31/2021,0.340420615,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1302,10/31/2021,0.340420615,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1303,10/31/2021,0.340420615,2021,2021-05,0.06,3.95,2.27,.,.
1304,10/31/2021,0.340420615,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1305,10/31/2021,0.340420615,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1306,10/31/2021,0.340420615,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1307,10/31/2021,0.340420615,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1308,10/31/2021,0.333400338,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1309,10/31/2021,0.333400338,2021,2021-12,0.08,4.4,2.33,.,.
1310,10/31/2021,0.333400338,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1311,10/31/2021,0.333400338,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1312,10/31/2021,0.333400338,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1313,10/31/2021,0.333400338,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1314,10/31/2021,0.333400338,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1315,10/31/2021,0.333400338,2021,2021-05,0.06,3.95,2.27,.,.
1316,10/31/2021,0.333400338,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1317,10/31/2021,0.333400338,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1318,10/31/2021,0.333400338,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1319,10/31/2021,0.333400338,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1320,11/30/2021,0.49122807,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1321,11/30/2021,0.49122807,2021,2021-12,0.08,4.4,2.33,.,.
1322,11/30/2021,0.49122807,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1323,11/30/2021,0.49122807,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1324,11/30/2021,0.49122807,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1325,11/30/2021,0.49122807,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1326,11/30/2021,0.49122807,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1327,11/30/2021,0.49122807,2021,2021-05,0.06,3.95,2.27,.,.
1328,11/30/2021,0.49122807,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1329,11/30/2021,0.49122807,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1330,11/30/2021,0.49122807,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1331,11/30/2021,0.49122807,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1332,11/30/2021,0.184498861,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1333,11/30/2021,0.184498861,2021,2021-12,0.08,4.4,2.33,.,.
1334,11/30/2021,0.184498861,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1335,11/30/2021,0.184498861,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1336,11/30/2021,0.184498861,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1337,11/30/2021,0.184498861,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1338,11/30/2021,0.184498861,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1339,11/30/2021,0.184498861,2021,2021-05,0.06,3.95,2.27,.,.
1340,11/30/2021,0.184498861,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1341,11/30/2021,0.184498861,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1342,11/30/2021,0.184498861,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1343,11/30/2021,0.184498861,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1344,11/30/2021,0.429280671,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1345,11/30/2021,0.429280671,2021,2021-12,0.08,4.4,2.33,.,.
1346,11/30/2021,0.429280671,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1347,11/30/2021,0.429280671,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1348,11/30/2021,0.429280671,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1349,11/30/2021,0.429280671,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1350,11/30/2021,0.429280671,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1351,11/30/2021,0.429280671,2021,2021-05,0.06,3.95,2.27,.,.
1352,11/30/2021,0.429280671,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1353,11/30/2021,0.429280671,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1354,11/30/2021,0.429280671,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1355,11/30/2021,0.429280671,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1356,11/30/2021,0.547619048,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1357,11/30/2021,0.547619048,2021,2021-12,0.08,4.4,2.33,.,.
1358,11/30/2021,0.547619048,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1359,11/30/2021,0.547619048,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1360,11/30/2021,0.547619048,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1361,11/30/2021,0.547619048,2021,2021-07,0.1,4.04,2.1,3.095,2.968
