,date,median_list_price_yoy,year,DATE,FED RATES,Mtg30,Mtg15,FHA 30,Jumbo30
1362,11/30/2021,0.547619048,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1363,11/30/2021,0.547619048,2021,2021-05,0.06,3.95,2.27,.,.
1364,11/30/2021,0.547619048,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1365,11/30/2021,0.547619048,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1366,11/30/2021,0.547619048,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1367,11/30/2021,0.547619048,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1368,11/30/2021,0.348837209,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1369,11/30/2021,0.348837209,2021,2021-12,0.08,4.4,2.33,.,.
1370,11/30/2021,0.348837209,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1371,11/30/2021,0.348837209,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1372,11/30/2021,0.348837209,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1373,11/30/2021,0.348837209,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1374,11/30/2021,0.348837209,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1375,11/30/2021,0.348837209,2021,2021-05,0.06,3.95,2.27,.,.
1376,11/30/2021,0.348837209,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1377,11/30/2021,0.348837209,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1378,11/30/2021,0.348837209,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1379,11/30/2021,0.348837209,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1380,12/31/2021,0.262549174,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1381,12/31/2021,0.262549174,2021,2021-12,0.08,4.4,2.33,.,.
1382,12/31/2021,0.262549174,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1383,12/31/2021,0.262549174,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1384,12/31/2021,0.262549174,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1385,12/31/2021,0.262549174,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1386,12/31/2021,0.262549174,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1387,12/31/2021,0.262549174,2021,2021-05,0.06,3.95,2.27,.,.
1388,12/31/2021,0.262549174,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1389,12/31/2021,0.262549174,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1390,12/31/2021,0.262549174,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1391,12/31/2021,0.262549174,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1392,12/31/2021,0.32867284,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1393,12/31/2021,0.32867284,2021,2021-12,0.08,4.4,2.33,.,.
1394,12/31/2021,0.32867284,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1395,12/31/2021,0.32867284,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1396,12/31/2021,0.32867284,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1397,12/31/2021,0.32867284,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1398,12/31/2021,0.32867284,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1399,12/31/2021,0.32867284,2021,2021-05,0.06,3.95,2.27,.,.
1400,12/31/2021,0.32867284,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1401,12/31/2021,0.32867284,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1402,12/31/2021,0.32867284,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1403,12/31/2021,0.32867284,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1404,12/31/2021,0.277558528,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1405,12/31/2021,0.277558528,2021,2021-12,0.08,4.4,2.33,.,.
1406,12/31/2021,0.277558528,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1407,12/31/2021,0.277558528,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1408,12/31/2021,0.277558528,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1409,12/31/2021,0.277558528,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1410,12/31/2021,0.277558528,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1411,12/31/2021,0.277558528,2021,2021-05,0.06,3.95,2.27,.,.
1412,12/31/2021,0.277558528,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1413,12/31/2021,0.277558528,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1414,12/31/2021,0.277558528,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1415,12/31/2021,0.277558528,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1416,12/31/2021,0.176468235,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1417,12/31/2021,0.176468235,2021,2021-12,0.08,4.4,2.33,.,.
1418,12/31/2021,0.176468235,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1419,12/31/2021,0.176468235,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1420,12/31/2021,0.176468235,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1421,12/31/2021,0.176468235,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1422,12/31/2021,0.176468235,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1423,12/31/2021,0.176468235,2021,2021-05,0.06,3.95,2.27,.,.
1424,12/31/2021,0.176468235,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1425,12/31/2021,0.176468235,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1426,12/31/2021,0.176468235,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1427,12/31/2021,0.176468235,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1428,12/31/2021,0.092246265,2021,2021-08,0.09,4.15,2.17,3.133,3.019
1429,12/31/2021,0.092246265,2021,2021-12,0.08,4.4,2.33,.,.
1430,12/31/2021,0.092246265,2021,2021-11,0.08,4.38,2.42,3.384,3.244
1431,12/31/2021,0.092246265,2021,2021-10,0.08,4.32,2.37,3.388,3.194
1432,12/31/2021,0.092246265,2021,2021-09,0.08,4.22,2.28,3.249,3.169
1433,12/31/2021,0.092246265,2021,2021-07,0.1,4.04,2.1,3.095,2.968
1434,12/31/2021,0.092246265,2021,2021-06,0.08,3.99,2.34,3.228,3.102
1435,12/31/2021,0.092246265,2021,2021-05,0.06,3.95,2.27,.,.
1436,12/31/2021,0.092246265,2021,2021-04,0.07,3.99,2.31,3.197,3.214
1437,12/31/2021,0.092246265,2021,2021-03,0.07,3.94,2.45,3.331,3.269
1438,12/31/2021,0.092246265,2021,2021-02,0.08,3.93,2.34,3.227,3.127
1439,12/31/2021,0.092246265,2021,2021-01,0.09,3.94,2.2,2.825,2.928
1440,1/31/2022,0.194577303,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1441,1/31/2022,0.194577303,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1442,1/31/2022,0.194577303,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1443,1/31/2022,0.194577303,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1444,1/31/2022,0.194577303,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1445,1/31/2022,0.194577303,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1446,1/31/2022,0.194577303,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1447,1/31/2022,0.194577303,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1448,1/31/2022,0.194577303,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1449,1/31/2022,0.194577303,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1450,1/31/2022,0.194577303,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1451,1/31/2022,0.379548198,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1452,1/31/2022,0.379548198,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1453,1/31/2022,0.379548198,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1454,1/31/2022,0.379548198,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1455,1/31/2022,0.379548198,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1456,1/31/2022,0.379548198,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1457,1/31/2022,0.379548198,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1458,1/31/2022,0.379548198,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1459,1/31/2022,0.379548198,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1460,1/31/2022,0.379548198,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1461,1/31/2022,0.379548198,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1462,1/31/2022,0.370169704,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1463,1/31/2022,0.370169704,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1464,1/31/2022,0.370169704,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1465,1/31/2022,0.370169704,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1466,1/31/2022,0.370169704,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1467,1/31/2022,0.370169704,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1468,1/31/2022,0.370169704,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1469,1/31/2022,0.370169704,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1470,1/31/2022,0.370169704,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1471,1/31/2022,0.370169704,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1472,1/31/2022,0.370169704,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1473,1/31/2022,0.311478877,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1474,1/31/2022,0.311478877,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1475,1/31/2022,0.311478877,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1476,1/31/2022,0.311478877,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1477,1/31/2022,0.311478877,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1478,1/31/2022,0.311478877,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1479,1/31/2022,0.311478877,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1480,1/31/2022,0.311478877,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1481,1/31/2022,0.311478877,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1482,1/31/2022,0.311478877,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1483,1/31/2022,0.311478877,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1484,1/31/2022,0.300520208,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1485,1/31/2022,0.300520208,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1486,1/31/2022,0.300520208,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1487,1/31/2022,0.300520208,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1488,1/31/2022,0.300520208,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1489,1/31/2022,0.300520208,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1490,1/31/2022,0.300520208,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1491,1/31/2022,0.300520208,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1492,1/31/2022,0.300520208,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1493,1/31/2022,0.300520208,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1494,1/31/2022,0.300520208,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1495,2/28/2022,0.266666667,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1496,2/28/2022,0.266666667,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1497,2/28/2022,0.266666667,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1498,2/28/2022,0.266666667,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1499,2/28/2022,0.266666667,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1500,2/28/2022,0.266666667,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1501,2/28/2022,0.266666667,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1502,2/28/2022,0.266666667,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1503,2/28/2022,0.266666667,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1504,2/28/2022,0.266666667,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1505,2/28/2022,0.266666667,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1506,2/28/2022,0.101136,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1507,2/28/2022,0.101136,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1508,2/28/2022,0.101136,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1509,2/28/2022,0.101136,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1510,2/28/2022,0.101136,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1511,2/28/2022,0.101136,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1512,2/28/2022,0.101136,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1513,2/28/2022,0.101136,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1514,2/28/2022,0.101136,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1515,2/28/2022,0.101136,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1516,2/28/2022,0.101136,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1517,2/28/2022,0.311111111,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1518,2/28/2022,0.311111111,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1519,2/28/2022,0.311111111,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1520,2/28/2022,0.311111111,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1521,2/28/2022,0.311111111,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1522,2/28/2022,0.311111111,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1523,2/28/2022,0.311111111,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1524,2/28/2022,0.311111111,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1525,2/28/2022,0.311111111,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1526,2/28/2022,0.311111111,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1527,2/28/2022,0.311111111,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1528,2/28/2022,0.211594203,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1529,2/28/2022,0.211594203,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1530,2/28/2022,0.211594203,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1531,2/28/2022,0.211594203,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1532,2/28/2022,0.211594203,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1533,2/28/2022,0.211594203,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1534,2/28/2022,0.211594203,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1535,2/28/2022,0.211594203,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1536,2/28/2022,0.211594203,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1537,2/28/2022,0.211594203,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1538,2/28/2022,0.211594203,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1539,2/28/2022,0.326956986,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1540,2/28/2022,0.326956986,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1541,2/28/2022,0.326956986,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1542,2/28/2022,0.326956986,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1543,2/28/2022,0.326956986,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1544,2/28/2022,0.326956986,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1545,2/28/2022,0.326956986,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1546,2/28/2022,0.326956986,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1547,2/28/2022,0.326956986,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1548,2/28/2022,0.326956986,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1549,2/28/2022,0.326956986,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1550,3/31/2022,0.217779445,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1551,3/31/2022,0.217779445,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1552,3/31/2022,0.217779445,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1553,3/31/2022,0.217779445,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1554,3/31/2022,0.217779445,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1555,3/31/2022,0.217779445,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1556,3/31/2022,0.217779445,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1557,3/31/2022,0.217779445,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1558,3/31/2022,0.217779445,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1559,3/31/2022,0.217779445,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1560,3/31/2022,0.217779445,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1561,3/31/2022,0.260458453,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1562,3/31/2022,0.260458453,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1563,3/31/2022,0.260458453,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1564,3/31/2022,0.260458453,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1565,3/31/2022,0.260458453,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1566,3/31/2022,0.260458453,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1567,3/31/2022,0.260458453,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1568,3/31/2022,0.260458453,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1569,3/31/2022,0.260458453,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1570,3/31/2022,0.260458453,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1571,3/31/2022,0.260458453,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1572,3/31/2022,0.343240926,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1573,3/31/2022,0.343240926,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1574,3/31/2022,0.343240926,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1575,3/31/2022,0.343240926,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1576,3/31/2022,0.343240926,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1577,3/31/2022,0.343240926,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1578,3/31/2022,0.343240926,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1579,3/31/2022,0.343240926,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1580,3/31/2022,0.343240926,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1581,3/31/2022,0.343240926,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1582,3/31/2022,0.343240926,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1583,3/31/2022,0.534212766,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1584,3/31/2022,0.534212766,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1585,3/31/2022,0.534212766,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1586,3/31/2022,0.534212766,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1587,3/31/2022,0.534212766,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1588,3/31/2022,0.534212766,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1589,3/31/2022,0.534212766,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1590,3/31/2022,0.534212766,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1591,3/31/2022,0.534212766,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1592,3/31/2022,0.534212766,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1593,3/31/2022,0.534212766,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1594,3/31/2022,0.20240481,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1595,3/31/2022,0.20240481,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1596,3/31/2022,0.20240481,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1597,3/31/2022,0.20240481,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1598,3/31/2022,0.20240481,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1599,3/31/2022,0.20240481,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1600,3/31/2022,0.20240481,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1601,3/31/2022,0.20240481,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1602,3/31/2022,0.20240481,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1603,3/31/2022,0.20240481,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1604,3/31/2022,0.20240481,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1605,4/30/2022,0.256625018,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1606,4/30/2022,0.256625018,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1607,4/30/2022,0.256625018,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1608,4/30/2022,0.256625018,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1609,4/30/2022,0.256625018,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1610,4/30/2022,0.256625018,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1611,4/30/2022,0.256625018,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1612,4/30/2022,0.256625018,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1613,4/30/2022,0.256625018,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1614,4/30/2022,0.256625018,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1615,4/30/2022,0.256625018,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1616,4/30/2022,0.230330098,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1617,4/30/2022,0.230330098,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1618,4/30/2022,0.230330098,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1619,4/30/2022,0.230330098,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1620,4/30/2022,0.230330098,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1621,4/30/2022,0.230330098,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1622,4/30/2022,0.230330098,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1623,4/30/2022,0.230330098,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1624,4/30/2022,0.230330098,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1625,4/30/2022,0.230330098,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1626,4/30/2022,0.230330098,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1627,4/30/2022,0.15412844,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1628,4/30/2022,0.15412844,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1629,4/30/2022,0.15412844,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1630,4/30/2022,0.15412844,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1631,4/30/2022,0.15412844,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1632,4/30/2022,0.15412844,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1633,4/30/2022,0.15412844,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1634,4/30/2022,0.15412844,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1635,4/30/2022,0.15412844,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1636,4/30/2022,0.15412844,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1637,4/30/2022,0.15412844,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1638,4/30/2022,0.497752809,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1639,4/30/2022,0.497752809,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1640,4/30/2022,0.497752809,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1641,4/30/2022,0.497752809,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1642,4/30/2022,0.497752809,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1643,4/30/2022,0.497752809,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1644,4/30/2022,0.497752809,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1645,4/30/2022,0.497752809,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1646,4/30/2022,0.497752809,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1647,4/30/2022,0.497752809,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1648,4/30/2022,0.497752809,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1649,4/30/2022,0.214868252,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1650,4/30/2022,0.214868252,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1651,4/30/2022,0.214868252,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1652,4/30/2022,0.214868252,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1653,4/30/2022,0.214868252,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1654,4/30/2022,0.214868252,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1655,4/30/2022,0.214868252,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1656,4/30/2022,0.214868252,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1657,4/30/2022,0.214868252,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1658,4/30/2022,0.214868252,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1659,4/30/2022,0.214868252,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1660,5/31/2022,0.2755716,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1661,5/31/2022,0.2755716,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1662,5/31/2022,0.2755716,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1663,5/31/2022,0.2755716,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1664,5/31/2022,0.2755716,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1665,5/31/2022,0.2755716,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1666,5/31/2022,0.2755716,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1667,5/31/2022,0.2755716,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1668,5/31/2022,0.2755716,2022,2022-09,2.56,4.58,5.96,6.524,6.491
1669,5/31/2022,0.2755716,2022,2022-10,3.08,4.55,6.36,6.854,6.778
1670,5/31/2022,0.2755716,2022,2022-11,3.78,4.55,5.9,6.479,6.419
1671,5/31/2022,0.294383562,2022,2022-01,0.08,4.43,2.8,3.864,3.454
1672,5/31/2022,0.294383562,2022,2022-02,0.08,4.46,3.14,4.114,3.755
1673,5/31/2022,0.294383562,2022,2022-03,0.2,4.44,3.83,4.81,4.367
1674,5/31/2022,0.294383562,2022,2022-04,0.33,4.45,4.4,5.275,4.89
1675,5/31/2022,0.294383562,2022,2022-05,0.77,4.44,4.31,5.254,4.923
1676,5/31/2022,0.294383562,2022,2022-06,1.21,4.4,4.83,5.591,5.339
1677,5/31/2022,0.294383562,2022,2022-07,1.68,4.42,4.58,5.269,5.024
1678,5/31/2022,0.294383562,2022,2022-08,2.33,4.47,4.85,5.656,5.572
1679,5/31/2022,0.294383562,2022,2022-09,2.56,4.58,5.96,6.524,6.491
